,Unnamed: 0,FFMC,DMC,DC,ISI,temp,RH,wind,rain,class
312,547,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,1.0
313,519,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,1.0
314,177,92.0,22.6,65.1,9.5,40.0,41.0,10.0,0.1,1.0
315,461,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,1.0
316,530,91.0,129.5,692.6,7.0,13.9,59.0,6.3,0.0,1.0
317,59,93.9,39.6,80.6,18.5,36.0,29.0,18.0,0.0,1.0
318,436,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.0
319,411,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
320,534,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0
321,64,89.3,16.0,100.7,9.7,37.0,52.0,18.0,0.0,1.0
322,279,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0
323,377,93.3,141.2,713.9,13.9,18.6,49.0,3.6,0.0,1.0
324,416,88.9,23.8,57.1,8.2,36.0,56.0,16.0,0.0,1.0
325,158,92.5,25.2,63.3,11.2,34.0,44.0,12.0,0.0,1.0
326,28,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0
327,37,91.6,104.2,474.9,9.0,22.1,49.0,2.7,0.0,0.0
328,230,90.6,25.8,77.8,9.0,36.0,33.0,13.0,0.1,1.0
329,85,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0
330,505,95.2,131.7,578.8,10.4,20.7,45.0,2.2,0.0,1.0
331,9,91.9,111.7,770.3,6.5,21.1,35.0,2.7,0.0,1.0
332,258,93.4,145.4,721.4,8.1,28.6,27.0,2.2,0.0,1.0
333,126,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.0
334,520,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.0
335,318,86.2,8.3,18.4,5.0,32.0,55.0,14.0,0.0,1.0
336,238,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,1.0
337,191,90.1,39.7,86.6,6.2,16.1,29.0,3.1,0.0,1.0
338,429,87.0,21.7,94.7,5.7,33.0,66.0,14.0,0.0,1.0
339,581,86.6,26.7,127.0,5.6,32.0,73.0,15.0,0.0,1.0
340,348,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0
341,422,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.0
342,473,82.8,9.4,34.1,3.2,29.0,70.0,14.0,0.0,1.0
343,117,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,1.0
344,414,80.0,11.8,28.3,2.8,29.0,87.0,18.0,0.0,0.0
345,403,89.7,90.0,704.4,4.8,17.8,67.0,2.2,0.0,1.0
346,440,94.3,35.9,86.8,16.0,37.0,37.0,14.0,0.0,1.0
347,276,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
348,606,94.8,108.3,647.1,17.0,24.6,22.0,4.5,0.0,1.0
349,291,62.2,3.9,8.0,1.1,31.0,69.0,17.0,4.7,0.0
350,333,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0
351,34,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,1.0
352,54,84.9,27.5,353.5,3.4,4.2,51.0,4.0,0.0,0.0
353,347,90.1,39.7,86.6,6.2,15.2,27.0,3.1,0.0,1.0
354,388,84.6,21.1,42.3,4.7,32.0,81.0,17.0,0.0,1.0
355,321,88.3,16.9,45.1,7.5,35.0,34.0,16.0,0.2,1.0
356,227,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,1.0
357,593,93.9,135.7,586.7,15.1,20.8,34.0,4.9,0.0,1.0
358,247,62.0,2.6,8.4,1.1,30.0,73.0,17.0,0.9,0.0
359,492,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0
360,103,52.5,8.7,8.7,0.6,28.0,80.0,21.0,16.8,0.0
361,285,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,1.0
362,484,85.9,7.6,27.9,4.8,33.0,66.0,14.0,0.0,1.0
363,220,85.9,11.2,55.8,5.6,32.0,66.0,17.0,0.0,1.0
364,443,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,1.0
365,18,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,1.0
366,545,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,1.0
367,327,90.6,50.1,100.4,7.8,15.1,64.0,4.0,0.0,1.0
368,393,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.0
369,500,88.9,18.6,67.0,7.4,35.0,55.0,14.0,0.0,1.0
370,14,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,1.0
371,397,95.2,131.7,578.8,10.4,24.2,28.0,2.7,0.0,1.0
372,445,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0
373,181,49.4,3.0,7.4,0.4,28.0,80.0,17.0,3.1,0.0
374,153,92.2,91.6,503.6,9.6,20.7,70.0,2.2,0.0,1.0
375,61,66.6,6.0,9.3,1.1,33.0,69.0,13.0,0.7,0.0
376,469,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.0
377,514,88.1,19.5,47.2,7.4,34.0,59.0,16.0,0.0,1.0
378,26,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0
379,252,78.0,5.8,10.0,1.7,35.0,55.0,12.0,0.4,0.0
380,341,56.1,2.1,8.4,0.7,30.0,77.0,15.0,1.0,0.0
381,512,93.7,121.7,350.2,18.0,22.7,40.0,9.4,0.0,1.0
382,454,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,1.0
383,385,86.8,17.8,71.8,6.7,31.0,64.0,18.0,0.0,1.0
384,451,53.4,6.4,7.3,0.5,27.0,79.0,16.0,0.7,0.0
385,338,44.9,0.9,7.3,0.2,24.0,82.0,15.0,0.4,0.0
386,213,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,1.0
387,208,82.6,5.8,22.2,3.1,31.0,67.0,14.0,0.0,1.0
388,602,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
389,371,96.0,30.3,76.4,15.7,42.0,24.0,9.0,0.0,1.0
390,301,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0
391,223,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,1.0
392,617,47.4,4.2,8.0,0.2,29.0,87.0,15.0,0.4,0.0
393,464,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0.0,1.0
394,188,86.8,15.6,48.3,3.9,12.4,53.0,2.2,0.0,1.0
395,203,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,1.0
396,369,73.5,4.1,26.6,1.5,30.0,66.0,15.0,0.2,0.0
397,236,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0
398,349,85.4,12.1,43.1,4.6,31.0,68.0,14.0,0.0,1.0
399,125,92.4,96.2,739.4,8.6,18.6,24.0,5.8,0.0,0.0
400,490,90.8,41.9,89.4,7.9,13.3,42.0,0.9,0.0,1.0
401,553,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.0
402,31,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,1.0
403,149,90.2,99.6,631.2,6.3,19.2,44.0,2.7,0.0,1.0
404,538,48.6,3.0,7.7,0.4,26.0,81.0,21.0,5.8,0.0
405,554,55.7,2.7,7.8,0.6,30.0,73.0,13.0,4.0,0.0
406,607,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,1.0
407,309,89.1,27.8,168.2,9.8,30.0,59.0,19.0,0.0,1.0
408,574,78.1,3.2,15.7,1.9,30.0,65.0,14.0,0.0,0.0
409,567,89.4,20.0,110.9,9.7,36.0,54.0,18.0,0.0,1.0
410,605,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.0
411,229,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0
412,387,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0
413,373,83.7,34.4,107.0,3.8,36.0,81.0,15.0,0.0,1.0
414,350,87.4,11.2,20.2,5.2,37.0,56.0,11.0,0.0,1.0
415,458,95.5,99.9,513.3,13.2,23.8,32.0,5.4,0.0,1.0
416,145,86.0,12.8,25.6,5.4,34.0,70.0,16.0,0.0,1.0
417,381,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0
418,93,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0
419,47,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0.0,1.0
420,448,85.7,8.3,24.9,4.0,31.0,66.0,11.0,0.0,1.0
421,465,85.0,8.2,19.8,4.0,34.0,69.0,13.0,0.0,1.0
422,10,83.9,8.7,32.1,2.1,8.8,68.0,2.2,0.0,1.0
423,367,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,1.0
424,297,91.7,48.5,696.1,11.1,16.8,45.0,4.5,0.0,1.0
425,351,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,1.0
426,7,86.5,15.5,48.6,5.5,32.0,69.0,16.0,0.0,1.0
427,144,88.1,12.0,52.8,7.7,35.0,59.0,17.0,0.0,1.0
428,452,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0
429,174,79.7,12.0,8.5,2.2,34.0,42.0,15.0,1.7,0.0
430,533,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.0
431,363,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,1.0
432,353,92.2,23.6,97.3,13.8,35.0,34.0,17.0,0.0,1.0
433,375,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.0
434,610,83.7,8.4,26.3,3.1,35.0,54.0,11.0,0.1,1.0
435,475,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.0
436,111,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,1.0
437,540,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0
438,569,87.3,46.6,99.0,6.9,31.0,71.0,17.0,0.0,1.0
439,498,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
440,619,28.6,1.3,6.9,0.0,25.0,89.0,13.0,2.5,0.0
441,169,73.8,11.7,15.9,1.1,39.0,64.0,9.0,1.2,0.0
442,23,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0
443,622,90.6,18.2,30.5,13.4,31.0,42.0,21.0,0.0,1.0
444,156,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0
445,251,88.7,22.9,92.8,7.2,33.0,50.0,14.0,0.0,1.0
446,604,89.2,24.8,159.1,8.1,34.0,49.0,15.0,0.0,1.0
447,140,66.1,4.0,8.4,1.0,30.0,58.0,12.0,4.1,0.0
448,579,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,1.0
449,489,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,1.0
450,39,92.2,81.8,480.8,11.9,16.4,43.0,4.0,0.0,1.0
451,168,87.5,15.7,37.6,6.7,33.0,57.0,16.0,0.0,1.0
452,80,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
453,134,64.5,3.3,9.1,1.0,34.0,71.0,14.0,6.5,0.0
454,481,73.7,7.9,30.4,1.2,32.0,54.0,11.0,0.5,0.0
455,4,89.4,23.2,120.9,9.7,35.0,62.0,19.0,0.0,1.0
456,210,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.0
457,215,89.3,28.3,67.2,8.3,37.0,55.0,15.0,0.0,1.0
458,67,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0
459,486,72.8,20.9,56.6,1.6,33.0,63.0,17.0,1.1,0.0
460,88,93.9,135.7,586.7,15.1,23.5,36.0,5.4,0.0,1.0
461,544,85.6,12.5,49.8,6.0,33.0,68.0,19.0,0.0,1.0
462,8,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,1.0
463,255,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0
464,175,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,1.0
465,121,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0
466,154,47.4,1.1,7.0,0.4,22.0,76.0,26.0,8.3,0.0
467,479,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
468,142,58.5,1.9,8.4,1.1,30.0,77.0,21.0,1.8,0.0
469,123,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,1.0
470,531,92.4,124.1,680.7,8.5,23.9,32.0,6.7,0.0,1.0
471,551,91.7,48.5,696.1,11.1,16.1,44.0,4.0,0.0,1.0
472,580,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0
473,355,89.4,13.3,22.5,8.4,30.0,41.0,15.0,0.0,1.0
474,495,89.3,15.8,35.4,8.2,39.0,39.0,15.0,0.2,1.0
475,224,87.8,16.5,57.9,5.4,31.0,55.0,11.0,0.0,1.0
476,262,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,1.0
477,6,93.0,103.8,316.7,10.8,26.4,35.0,2.7,0.0,1.0
478,521,93.5,139.4,594.2,20.3,22.9,31.0,7.2,0.0,1.0
479,234,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,1.0
480,386,94.2,117.2,581.1,11.0,23.9,41.0,2.2,0.0,1.0
481,437,93.3,10.8,21.4,13.8,40.0,34.0,14.0,0.0,1.0
482,433,83.9,16.9,54.2,3.5,35.0,46.0,13.0,0.3,1.0
483,618,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,1.0
484,342,94.5,139.4,689.1,20.0,29.2,30.0,4.9,0.0,1.0
485,202,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,1.0
486,294,87.0,19.0,85.1,5.9,35.0,63.0,15.0,0.0,1.0
487,620,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,1.0
488,515,91.0,129.5,692.6,7.0,17.6,46.0,3.1,0.0,1.0
489,584,90.1,82.9,735.7,6.2,15.4,57.0,4.5,0.0,1.0
490,222,46.0,1.3,7.5,0.2,25.0,76.0,17.0,7.2,0.0
491,170,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,1.0
492,2,84.9,18.2,55.0,3.0,5.3,70.0,4.5,0.0,1.0
493,541,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,1.0
494,41,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,1.0
495,3,79.9,13.8,36.1,2.4,28.0,70.0,15.0,0.0,0.0
496,359,79.5,18.7,88.0,2.1,34.0,58.0,13.0,0.2,0.0
497,368,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
498,616,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0
499,518,59.5,4.7,8.2,0.8,29.0,74.0,15.0,1.1,0.0
500,404,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,1.0
501,21,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,1.0
502,27,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,1.0
503,36,84.0,13.8,61.4,4.8,26.0,81.0,19.0,0.0,1.0
504,329,92.4,124.1,680.7,8.5,16.9,60.0,1.3,0.0,1.0
505,439,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,1.0
506,446,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0
507,322,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0
508,573,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,1.0
509,555,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,1.0
510,302,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,1.0
511,22,75.4,2.9,16.3,2.0,28.0,67.0,19.0,0.0,0.0
512,198,91.8,175.1,700.7,13.8,25.7,39.0,5.4,0.0,1.0
513,434,79.4,5.2,15.4,2.2,30.0,64.0,14.0,0.0,0.0
514,107,76.6,5.7,10.0,1.7,35.0,63.0,14.0,0.3,0.0
515,399,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,1.0
516,510,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0
517,184,68.2,10.5,71.3,1.8,27.0,66.0,22.0,0.4,0.0
518,366,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,1.0
519,245,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,1.0
520,152,88.3,25.9,130.6,8.8,35.0,68.0,19.0,0.0,1.0
521,212,89.0,29.4,115.6,7.5,35.0,56.0,14.0,0.0,1.0
522,75,82.0,6.0,16.3,2.5,31.0,54.0,11.0,0.0,0.0
523,270,71.0,2.6,16.6,1.2,29.0,88.0,13.0,0.0,0.0
524,241,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,1.0
525,78,77.1,11.3,47.0,2.2,32.0,60.0,18.0,0.3,0.0
526,384,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.0
527,499,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
528,233,85.6,9.9,28.9,5.4,35.0,44.0,17.0,0.2,1.0
529,345,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0.0,1.0
530,33,75.8,3.6,32.2,2.1,29.0,74.0,19.0,0.1,0.0
531,193,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,1.0
532,560,88.9,21.3,37.8,8.7,27.0,58.0,17.0,0.0,1.0
533,424,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,1.0
534,160,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,1.0
535,84,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,1.0
536,127,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0
537,290,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,1.0
538,105,84.4,73.4,671.9,3.2,24.2,28.0,3.6,0.0,1.0
539,25,88.1,27.8,61.1,7.3,34.0,58.0,16.0,0.0,1.0
540,166,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,1.0
541,615,84.6,12.6,41.5,4.3,28.0,81.0,15.0,0.0,1.0
542,71,86.9,6.6,18.7,3.2,8.8,35.0,3.1,0.0,1.0
543,116,88.9,12.9,14.69,12.5,37.0,37.0,18.0,0.2,1.0
544,239,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,1.0
545,218,48.7,2.2,7.6,0.3,29.0,80.0,14.0,2.0,0.0
546,360,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0
547,207,79.1,7.0,39.5,2.4,31.0,67.0,17.0,0.1,0.0
548,614,63.7,3.2,8.5,1.2,28.0,58.0,18.0,2.2,0.0
549,476,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0
550,517,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,1.0
551,313,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,0.0
552,462,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.0
553,611,86.4,13.0,39.1,5.2,32.0,75.0,14.0,0.0,1.0
554,596,90.4,93.3,298.1,7.5,20.7,25.0,4.9,0.0,0.0
555,266,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,1.0
556,200,95.9,158.0,633.6,11.3,32.4,27.0,2.2,0.0,0.0
557,314,82.7,32.7,96.8,3.3,35.0,66.0,15.0,0.1,1.0
558,185,78.3,8.1,8.3,1.9,33.0,46.0,14.0,1.1,0.0
559,219,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.0
560,159,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,1.0
561,293,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,1.0
562,438,92.1,56.3,157.5,14.3,34.0,40.0,18.0,0.0,1.0
563,413,93.5,139.4,594.2,20.3,5.1,96.0,5.8,0.0,1.0
564,176,90.5,18.7,46.4,11.3,34.0,45.0,18.0,0.0,1.0
565,284,87.7,6.4,24.3,6.2,31.0,52.0,14.0,0.0,1.0
566,536,70.5,11.0,9.1,1.3,30.0,54.0,14.0,3.1,0.0
567,470,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
568,577,72.7,25.2,180.4,1.7,35.0,70.0,17.0,0.8,0.0
569,450,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0
570,406,66.8,7.2,14.7,1.2,28.0,90.0,15.0,0.0,0.0
571,543,91.4,37.9,673.8,5.2,20.2,37.0,2.7,0.0,1.0
572,337,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0.0,1.0
573,246,74.2,7.0,8.3,1.6,33.0,59.0,16.0,0.8,0.0
574,594,91.2,147.8,377.2,12.7,19.6,43.0,4.9,0.0,0.0
575,225,92.5,121.1,674.4,8.6,17.8,56.0,1.8,0.0,1.0
576,280,72.6,7.0,25.5,0.7,28.0,76.0,21.0,0.0,0.0
577,15,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,1.0
578,453,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0.0,1.0
579,376,73.2,9.5,46.3,1.3,28.0,79.0,12.0,0.0,0.0
580,525,92.1,111.2,654.1,9.6,16.6,47.0,0.9,0.0,1.0
581,361,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,1.0
582,89,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,1.0
583,483,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.0
584,265,89.2,103.9,431.6,6.4,22.6,57.0,4.9,0.0,1.0
585,590,68.4,1.9,15.7,1.4,29.0,73.0,17.0,0.1,0.0
586,317,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0
587,118,90.2,96.9,624.2,8.9,14.2,53.0,1.8,0.0,1.0
588,100,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,1.0
589,528,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0
590,339,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0.0,1.0
591,129,83.1,7.9,34.5,3.5,30.0,80.0,15.0,0.0,1.0
592,201,91.7,16.5,30.9,9.6,39.0,43.0,12.0,0.0,1.0
593,587,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.0
594,192,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,1.0
595,95,88.6,11.5,33.4,9.1,29.0,49.0,19.0,0.0,1.0
596,275,78.3,10.8,19.7,1.6,35.0,58.0,10.0,0.2,0.0
597,571,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,1.0
598,119,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0
599,557,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,1.0
600,16,88.6,91.8,709.9,7.1,12.4,73.0,6.3,0.0,1.0
601,319,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,1.0
602,383,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0
603,431,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,1.0
604,92,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0
605,529,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,1.0
606,300,45.0,1.9,7.5,0.2,25.0,78.0,14.0,1.4,0.0
607,506,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,1.0
608,122,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0
609,328,88.3,23.6,52.5,19.0,34.0,42.0,17.0,0.1,1.0
610,346,91.0,129.5,692.6,7.0,20.7,37.0,2.2,0.0,1.0
611,45,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,1.0
612,106,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0
613,307,92.1,51.3,147.7,12.2,35.0,38.0,15.0,0.0,1.0
614,460,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.0
615,549,89.4,50.2,210.4,7.3,34.0,64.0,16.0,0.0,1.0
616,474,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,1.0
617,523,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0
618,112,88.9,21.7,77.0,7.1,35.0,63.0,13.0,0.0,1.0
619,30,96.2,175.5,661.8,16.8,32.6,26.0,3.1,0.0,1.0
620,312,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,1.0
621,102,91.8,170.9,692.3,13.7,20.6,59.0,0.9,0.0,0.0
622,407,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,1.0
